,word,phones,phonetic_leaf
3984,edge,"['EH1', 'JH']",i
3985,edged,"['EH1', 'JH', 'D']",i
3986,edges,"['EH1', 'JH', 'IH0', 'Z']",e
3987,edgeware,"['EH1', 'JH', 'W', 'EH2', 'R']",a
3988,edgewise,"['EH1', 'JH', 'W', 'AY2', 'Z']",e
3989,edification,"['EH2', 'D', 'AH0', 'F', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']",d
3990,edifice,"['EH1', 'D', 'AH0', 'F', 'AH0', 'S']",e
3991,edifying,"['EH1', 'D', 'AH0', 'F', 'AY2', 'IH0', 'NG']",a
3992,edinburgh,"['EH1', 'D', 'AH0', 'N', 'B', 'ER0', 'OW0']",a
3993,edited,"['EH1', 'D', 'IH0', 'T', 'IH0', 'D']",d
3994,edition,"['AH0', 'D', 'IH1', 'SH', 'AH0', 'N']",d
3995,edition,"['IH0', 'D', 'IH1', 'SH', 'AH0', 'N']",d
3996,editions,"['IH0', 'D', 'IH1', 'SH', 'AH0', 'N', 'Z']",e
3997,editor,"['EH1', 'D', 'AH0', 'T', 'ER0']",a
3998,editor,"['EH1', 'D', 'IH0', 'T', 'ER0']",a
3999,editorial,"['EH2', 'D', 'AH0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'L']",a
4000,editorials,"['EH2', 'D', 'AH0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'L', 'Z']",e
4001,editors,"['EH1', 'D', 'IH0', 'T', 'ER0', 'Z']",e
4002,edmund,"['EH1', 'D', 'M', 'AH0', 'N', 'D']",d
4003,edmunds,"['EH1', 'D', 'M', 'AH0', 'N', 'D', 'Z']",e
4004,educated,"['EH1', 'JH', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']",d
4005,educates,"['EH1', 'JH', 'Y', 'UW0', 'K', 'EY2', 'T', 'S']",e
4006,education,"['EH2', 'JH', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']",d
4007,education,"['EH2', 'JH', 'Y', 'UW0', 'K', 'EY1', 'SH', 'AH0', 'N']",d
4008,educational,"['EH2', 'JH', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'AH0', 'L']",a
4009,edward,"['EH1', 'D', 'W', 'ER0', 'D']",d
4010,edwards,"['EH1', 'D', 'W', 'ER0', 'D', 'Z']",e
4011,effect,"['IH0', 'F', 'EH1', 'K', 'T']",d
4012,effect,"['AH0', 'F', 'EH1', 'K', 'T']",d
4013,effected,"['IY1', 'F', 'EH0', 'K', 'T', 'IH0', 'D']",d
4014,effected,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'D']",d
4015,effected,"['IH0', 'F', 'EH1', 'K', 'T', 'AH0', 'D']",d
4016,effecting,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'NG']",a
4017,effective,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V']",d
4018,effective,"['IY1', 'F', 'EH0', 'K', 'T', 'IH0', 'V']",d
4019,effectively,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V', 'L', 'IY0']",a
4020,effects,"['IH0', 'F', 'EH1', 'K', 'T', 'S']",e
4021,effectual,"['IH0', 'F', 'EH1', 'K', 'CH', 'UW0', 'AH0', 'L']",a
4022,effectually,"['IH0', 'F', 'EH1', 'K', 'CH', 'UW0', 'AH0', 'L', 'IY0']",a
4023,efficacious,"['EH2', 'F', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'S']",e
4024,efficiency,"['IH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'S', 'IY0']",a
4025,efficient,"['IH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T']",d
4026,efficiently,"['IH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T', 'L', 'IY0']",a
4027,effluvia,"['EH1', 'F', 'L', 'UW1', 'V', 'IY0', 'AH0']",a
4028,effort,"['EH1', 'F', 'ER0', 'T']",d
4029,efforts,"['EH1', 'F', 'ER0', 'T', 'S']",e
4030,effrontery,"['IH0', 'F', 'R', 'AH1', 'N', 'T', 'ER0', 'IY0']",a
4031,effusion,"['IH0', 'F', 'Y', 'UW1', 'ZH', 'AH0', 'N']",d
4032,egg,"['EH1', 'G']",i
4033,egress,"['IH0', 'G', 'R', 'EH1', 'S']",e
4034,egypt,"['IY1', 'JH', 'IH0', 'P', 'T']",d
4035,egyptians,"['IH0', 'JH', 'IH1', 'P', 'SH', 'AH0', 'N', 'Z']",e
4036,ehrenberg,"['EH1', 'R', 'AH0', 'N', 'B', 'ER0', 'G']",d
4037,eight,"['EY1', 'T']",i
4038,eighteen,"['EY1', 'T', 'IY1', 'N']",d
4039,eighteen,"['EY0', 'T', 'IY1', 'N']",d
4040,eighteenth,"['EY0', 'T', 'IY1', 'N', 'TH']",d
4041,eighteenth,"['EY1', 'T', 'IY1', 'N', 'TH']",d
4042,eighth,"['EY1', 'TH']",i
4043,eighths,"['EY1', 'T', 'TH', 'S']",e
4044,eighties,"['EY1', 'T', 'IY0', 'Z']",e
4045,eighty,"['EY1', 'T', 'IY0']",g
4046,either,"['AY1', 'DH', 'ER0']",g
4047,either,"['IY1', 'DH', 'ER0']",g
4048,ejected,"['IH0', 'JH', 'EH1', 'K', 'T', 'IH0', 'D']",d
4049,ejectment,"['IH0', 'JH', 'EH1', 'K', 'M', 'AH0', 'N', 'T']",d
4050,eke,"['IY1', 'K']",i
4051,eked,"['IY1', 'K', 'T']",i
4052,eking,"['IY1', 'K', 'IH0', 'NG']",a
4053,el,"['EH1', 'L']",g
4054,elaborate,"['IH0', 'L', 'AE1', 'B', 'ER0', 'EY2', 'T']",d
4055,elaborate,"['IH0', 'L', 'AE1', 'B', 'R', 'AH0', 'T']",d
4056,elamite,"['EH1', 'L', 'AH0', 'M', 'AY2', 'T']",d
4057,elapse,"['IH0', 'L', 'AE1', 'P', 'S']",e
4058,elapsed,"['IH0', 'L', 'AE1', 'P', 'S', 'T']",d
4059,elastic,"['IH0', 'L', 'AE1', 'S', 'T', 'IH0', 'K']",d
4060,elated,"['IH0', 'L', 'EY1', 'T', 'IH0', 'D']",d
4061,elbow,"['EH1', 'L', 'B', 'OW2']",a
4062,elbows,"['EH1', 'L', 'B', 'OW2', 'Z']",e
4063,elder,"['EH1', 'L', 'D', 'ER0']",a
4064,elderly,"['EH1', 'L', 'D', 'ER0', 'L', 'IY0']",a
4065,elders,"['EH1', 'L', 'D', 'ER0', 'Z']",e
4066,elect,"['IH0', 'L', 'EH1', 'K', 'T']",d
4067,elected,"['IH0', 'L', 'EH1', 'K', 'T', 'IH0', 'D']",d
4068,election,"['IH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N']",d
4069,elections,"['IH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']",e
4070,electric,"['IH0', 'L', 'EH1', 'K', 'T', 'R', 'IH0', 'K']",d
4071,electrified,"['IH0', 'L', 'EH1', 'K', 'T', 'R', 'AH0', 'F', 'AY2', 'D']",d
4072,elects,"['IH0', 'L', 'EH1', 'K', 'T', 'S']",e
4073,elegance,"['EH1', 'L', 'AH0', 'G', 'AH0', 'N', 'S']",e
4074,element,"['EH1', 'L', 'AH0', 'M', 'AH0', 'N', 'T']",d
4075,elementary,"['EH2', 'L', 'AH0', 'M', 'EH1', 'N', 'CH', 'R', 'IY0']",a
4076,elements,"['EH1', 'L', 'AH0', 'M', 'AH0', 'N', 'T', 'S']",e
4077,elevated,"['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'IH0', 'D']",d
4078,elevation,"['EH2', 'L', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']",d
4079,elevator,"['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0']",a
4080,elevators,"['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0', 'Z']",e
4081,eleven,"['IH0', 'L', 'EH1', 'V', 'AH0', 'N']",d
4082,eleventh,"['IH0', 'L', 'EH1', 'V', 'AH0', 'N', 'TH']",d
4083,elicit,"['IH0', 'L', 'IH1', 'S', 'IH0', 'T']",d
4084,elicited,"['IH0', 'L', 'IH1', 'S', 'IH0', 'T', 'IH0', 'D']",d
4085,elihu,"['EH1', 'L', 'IH0', 'HH', 'UW0']",a
4086,eliminate,"['IH0', 'L', 'IH1', 'M', 'AH0', 'N', 'EY2', 'T']",d
4087,eliminated,"['IH0', 'L', 'IH1', 'M', 'AH0', 'N', 'EY2', 'T', 'IH0', 'D']",d
4088,eliminating,"['IH0', 'L', 'IH1', 'M', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']",a
4089,elimination,"['IH0', 'L', 'IH2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']",d
4090,elite,"['IH0', 'L', 'IY1', 'T']",d
4091,ella,"['EH1', 'L', 'AH0']",g
4092,ellen,"['EH1', 'L', 'AH0', 'N']",d
4093,elliptical,"['IH0', 'L', 'IH1', 'P', 'T', 'IH0', 'K', 'AH0', 'L']",a
4094,elm,"['EH1', 'L', 'M']",i
4095,eloped,"['EH1', 'L', 'AH0', 'P', 'T']",d
4096,eloquent,"['EH1', 'L', 'AH0', 'K', 'W', 'AH0', 'N', 'T']",d
4097,else,"['EH1', 'L', 'S']",j
4098,elsewhere,"['EH1', 'L', 'S', 'W', 'EH2', 'R']",a
4099,elstree,"['EH1', 'L', 'S', 'T', 'R', 'IY2']",a
4100,elucidated,"['IH0', 'L', 'UW1', 'S', 'AH0', 'D', 'EY2', 'T', 'AH0', 'D']",d
4101,elude,"['IH0', 'L', 'UW1', 'D']",d
4102,eluded,"['IH0', 'L', 'UW1', 'D', 'IH0', 'D']",d
4103,eluding,"['IH0', 'L', 'UW1', 'D', 'IH0', 'NG']",a
4104,elzevirs,"['EH1', 'L', 'Z', 'AH0', 'V', 'IH1', 'R', 'Z']",e
4105,em,"['EH1', 'M']",i
4106,emaciated,"['IH0', 'M', 'EY1', 'SH', 'IY0', 'EY2', 'T', 'IH0', 'D']",d
4107,emanating,"['EH1', 'M', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']",a
4108,embankments,"['EH0', 'M', 'B', 'AE1', 'NG', 'K', 'M', 'AH0', 'N', 'T', 'S']",e
4109,embargo,"['EH0', 'M', 'B', 'AA1', 'R', 'G', 'OW0']",a
4110,embark,"['IH0', 'M', 'B', 'AA1', 'R', 'K']",d
4111,embarked,"['EH0', 'M', 'B', 'AA1', 'R', 'K', 'T']",d
4112,embarking,"['EH0', 'M', 'B', 'AA1', 'R', 'K', 'IH0', 'NG']",a
4113,embarrassed,"['IH0', 'M', 'B', 'EH1', 'R', 'AH0', 'S', 'T']",d
4114,embarrassment,"['IH0', 'M', 'B', 'EH1', 'R', 'AH0', 'S', 'M', 'AH0', 'N', 'T']",d
4115,embarrassments,"['IH0', 'M', 'B', 'EH1', 'R', 'AH0', 'S', 'M', 'AH0', 'N', 'T', 'S']",e
4116,embassy,"['EH1', 'M', 'B', 'AH0', 'S', 'IY0']",a
4117,embedded,"['EH0', 'M', 'B', 'EH1', 'D', 'IH0', 'D']",d
4118,embellishment,"['EH0', 'M', 'B', 'EH1', 'L', 'IH0', 'SH', 'M', 'AH0', 'N', 'T']",d
4119,embezzle,"['IH0', 'M', 'B', 'EH1', 'Z', 'AH0', 'L']",a
4120,embezzlement,"['EH0', 'M', 'B', 'EH1', 'Z', 'AH0', 'L', 'M', 'AH0', 'N', 'T']",d
4121,embodied,"['IH0', 'M', 'B', 'AA1', 'D', 'IY0', 'D']",d
4122,embodiment,"['EH0', 'M', 'B', 'AA1', 'D', 'IY0', 'M', 'AH0', 'N', 'T']",d
4123,embody,"['IH0', 'M', 'B', 'AA1', 'D', 'IY0']",a
4124,embodying,"['IH0', 'M', 'B', 'AA1', 'D', 'IY0', 'IH0', 'NG']",a
4125,embonpoint,"['IH0', 'M', 'B', 'AO1', 'N', 'P', 'OY2', 'N', 'T']",d
4126,embraced,"['EH0', 'M', 'B', 'R', 'EY1', 'S', 'T']",d
4127,embracing,"['EH0', 'M', 'B', 'R', 'EY1', 'S', 'IH0', 'NG']",a
4128,embryo,"['EH1', 'M', 'B', 'R', 'IY0', 'OW2']",a
4129,embryological,"['EH2', 'M', 'B', 'R', 'IY0', 'AA1', 'L', 'AH0', 'JH', 'IH0', 'K', 'AH0', 'L']",a
4130,embryology,"['EH2', 'M', 'B', 'R', 'IY0', 'AA1', 'L', 'AH0', 'JH', 'IY0']",a
4131,embryos,"['EH1', 'M', 'B', 'R', 'IY0', 'OW2', 'Z']",e
4132,emeralds,"['EH1', 'M', 'R', 'AH0', 'L', 'D', 'Z']",e
4133,emerged,"['IH0', 'M', 'ER1', 'JH', 'D']",d
4134,emergencies,"['IH0', 'M', 'ER1', 'JH', 'AH0', 'N', 'S', 'IY0', 'Z']",e
4135,emergency,"['IY1', 'M', 'ER0', 'JH', 'AH0', 'N', 'S', 'IY0']",a
4136,emergency,"['IH0', 'M', 'ER1', 'JH', 'AH0', 'N', 'S', 'IY0']",a
4137,emigrate,"['EH1', 'M', 'AH0', 'G', 'R', 'EY2', 'T']",d
4138,eminence,"['EH1', 'M', 'AH0', 'N', 'AH0', 'N', 'S']",e
4139,emissaries,"['EH1', 'M', 'AH0', 'S', 'EH2', 'R', 'IY0', 'Z']",e
4140,emissary,"['EH1', 'M', 'AH0', 'S', 'EH2', 'R', 'IY0']",a
4141,emma,"['EH1', 'M', 'AH0']",g
4142,emmanuel,"['IH0', 'M', 'AE1', 'N', 'Y', 'UW0', 'AH0', 'L']",a
4143,emoluments,"['EH1', 'M', 'AA1', 'L', 'Y', 'AH0', 'M', 'AH0', 'N', 'T', 'S']",e
4144,emory,"['EH1', 'M', 'ER0', 'IY0']",a
4145,emotion,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N']",d
4146,emotional,"['IY1', 'M', 'OW0', 'SH', 'AH0', 'N', 'AH0', 'L']",a
4147,emotional,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N', 'AH0', 'L']",a
4148,emotionally,"['IH0', 'M', 'OW1', 'SH', 'N', 'AH0', 'L', 'IY0']",a
4149,emotions,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N', 'Z']",e
4150,emperor,"['EH1', 'M', 'P', 'ER0', 'ER0']",a
4151,emphasis,"['EH1', 'M', 'F', 'AH0', 'S', 'IH0', 'S']",e
4152,emphasize,"['EH1', 'M', 'F', 'AH0', 'S', 'AY2', 'Z']",e
4153,emphasized,"['EH1', 'M', 'F', 'AH0', 'S', 'AY2', 'Z', 'D']",d
4154,emphasizes,"['EH1', 'M', 'F', 'AH0', 'S', 'AY2', 'Z', 'IH0', 'Z']",e
4155,empire,"['EH1', 'M', 'P', 'AY0', 'ER0']",a
4156,empires,"['EH1', 'M', 'P', 'AY0', 'ER0', 'Z']",e
4157,emplacement,"['IH0', 'M', 'P', 'L', 'EY1', 'S', 'M', 'AH0', 'N', 'T']",d
4158,employ,"['IH0', 'M', 'P', 'L', 'OY1']",a
4159,employed,"['EH0', 'M', 'P', 'L', 'OY1', 'D']",d
4160,employed,"['IH0', 'M', 'P', 'L', 'OY1', 'D']",d
4161,employee,"['EH0', 'M', 'P', 'L', 'OY1', 'IY0']",a
4162,employee,"['IH0', 'M', 'P', 'L', 'OY1', 'IY0']",a
4163,employees,"['IH0', 'M', 'P', 'L', 'OY1', 'IY0', 'Z']",e
4164,employees,"['EH0', 'M', 'P', 'L', 'OY1', 'IY0', 'Z']",e
4165,employer,"['IH0', 'M', 'P', 'L', 'OY1', 'ER0']",a
4166,employers,"['IH0', 'M', 'P', 'L', 'OY1', 'ER0', 'Z']",e
4167,employing,"['IH0', 'M', 'P', 'L', 'OY1', 'IH0', 'NG']",a
4168,employment,"['EH0', 'M', 'P', 'L', 'OY1', 'M', 'AH0', 'N', 'T']",d
4169,employment,"['IH0', 'M', 'P', 'L', 'OY1', 'M', 'AH0', 'N', 'T']",d
4170,empowered,"['IH0', 'M', 'P', 'AW1', 'ER0', 'D']",d
4171,empowering,"['IH0', 'M', 'P', 'AW1', 'ER0', 'IH0', 'NG']",a
4172,empty,"['EH1', 'M', 'P', 'T', 'IY0']",a
4173,empty,"['EH1', 'M', 'T', 'IY0']",a
4174,emptying,"['EH1', 'M', 'P', 'T', 'IY0', 'IH0', 'NG']",a
4175,emptying,"['EH1', 'M', 'T', 'IY0', 'IH0', 'NG']",a
4176,emulated,"['EH1', 'M', 'Y', 'AH0', 'L', 'EY2', 'T', 'IH0', 'D']",d
4177,en,"['EH1', 'N']",i
4178,enable,"['IH0', 'N', 'EY1', 'B', 'AH0', 'L']",a
4179,enabled,"['IH0', 'N', 'EY1', 'B', 'AH0', 'L', 'D']",d
4180,enabling,"['EH0', 'N', 'EY1', 'B', 'AH0', 'L', 'IH0', 'NG']",a
4181,enact,"['IH0', 'N', 'AE1', 'K', 'T']",d
4182,enacted,"['EH0', 'N', 'AE1', 'K', 'T', 'AH0', 'D']",d
4183,enacting,"['EH0', 'N', 'AE1', 'K', 'T', 'IH0', 'NG']",a
4184,enactment,"['EH0', 'N', 'AE1', 'K', 'T', 'M', 'AH0', 'N', 'T']",d
4185,enactments,"['EH2', 'N', 'AE1', 'K', 'T', 'M', 'AH0', 'N', 'T', 'S']",e
4186,enactments,"['EH2', 'N', 'AE1', 'K', 'M', 'AH0', 'N', 'T', 'S']",e
4187,encamped,"['IH0', 'N', 'K', 'AE1', 'M', 'P', 'T']",d
4188,encampments,"['IH0', 'N', 'K', 'AE1', 'M', 'P', 'M', 'IH0', 'N', 'T', 'S']",e
4189,encased,"['EH0', 'N', 'K', 'EY1', 'S', 'T']",d
4190,enclose,"['IH0', 'N', 'K', 'L', 'OW1', 'Z']",e
4191,enclosed,"['IH0', 'N', 'K', 'L', 'OW1', 'Z', 'D']",d
4192,enclosing,"['EH0', 'N', 'K', 'L', 'OW1', 'Z', 'IH0', 'NG']",a
4193,enclosure,"['IH0', 'N', 'K', 'L', 'OW1', 'ZH', 'ER0']",a
4194,encompass,"['EH0', 'N', 'K', 'AH1', 'M', 'P', 'AH0', 'S']",e
4195,encounter,"['IH0', 'N', 'K', 'AW1', 'N', 'T', 'ER0']",a
4196,encountered,"['IH0', 'N', 'K', 'AW1', 'N', 'T', 'ER0', 'D']",d
4197,encourage,"['IH0', 'N', 'K', 'ER1', 'AH0', 'JH']",d
4198,encouraged,"['EH0', 'N', 'K', 'ER1', 'IH0', 'JH', 'D']",d
4199,encouraged,"['IH0', 'N', 'K', 'ER1', 'AH0', 'JH', 'D']",d
4200,encouragement,"['EH0', 'N', 'K', 'ER1', 'IH0', 'JH', 'M', 'AH0', 'N', 'T']",d
4201,encourages,"['EH0', 'N', 'K', 'ER1', 'IH0', 'JH', 'IH0', 'Z']",e
4202,encumbrance,"['EH0', 'N', 'K', 'AH1', 'M', 'B', 'R', 'AH0', 'N', 'S']",e
4203,end,"['EH1', 'N', 'D']",i
4204,endanger,"['EH0', 'N', 'D', 'EY1', 'N', 'JH', 'ER0']",a
4205,endeavor,"['IH0', 'N', 'D', 'EH1', 'V', 'ER0']",a
4206,endeavored,"['IH0', 'N', 'D', 'EH1', 'V', 'ER0', 'D']",d
4207,endeavoring,"['IH0', 'N', 'D', 'EH1', 'V', 'ER0', 'IH0', 'NG']",a
4208,ended,"['EH1', 'N', 'D', 'IH0', 'D']",d
4209,ending,"['EH1', 'N', 'D', 'IH0', 'NG']",a
4210,endorse,"['EH0', 'N', 'D', 'AO1', 'R', 'S']",e
4211,endorsed,"['EH0', 'N', 'D', 'AO1', 'R', 'S', 'T']",d
4212,endorsements,"['EH0', 'N', 'D', 'AO1', 'R', 'S', 'M', 'AH0', 'N', 'T', 'S']",e
4213,endorses,"['EH0', 'N', 'D', 'AO1', 'R', 'S', 'IH0', 'Z']",e
4214,endowing,"['EH0', 'N', 'D', 'AW1', 'IH0', 'NG']",a
4215,ends,"['EH1', 'N', 'D', 'Z']",e
4216,endure,"['IH0', 'N', 'D', 'UH1', 'R']",a
4217,endured,"['EH0', 'N', 'D', 'Y', 'UH1', 'R', 'D']",d
4218,enduring,"['EH0', 'N', 'D', 'Y', 'UH1', 'R', 'IH0', 'NG']",a
4219,enemies,"['EH1', 'N', 'AH0', 'M', 'IY0', 'Z']",e
4220,enemy,"['EH1', 'N', 'AH0', 'M', 'IY0']",a
4221,energetic,"['EH2', 'N', 'ER0', 'JH', 'EH1', 'T', 'IH0', 'K']",d
4222,energies,"['EH1', 'N', 'ER0', 'JH', 'IY0', 'Z']",e
4223,energy,"['EH1', 'N', 'ER0', 'JH', 'IY0']",a
4224,enforce,"['EH0', 'N', 'F', 'AO1', 'R', 'S']",e
4225,enforced,"['EH0', 'N', 'F', 'AO1', 'R', 'S', 'T']",d
4226,enforcement,"['EH0', 'N', 'F', 'AO1', 'R', 'S', 'M', 'AH0', 'N', 'T']",d
4227,engage,"['EH0', 'N', 'G', 'EY1', 'JH']",d
4228,engaged,"['EH0', 'N', 'G', 'EY1', 'JH', 'D']",d
4229,engagements,"['EH0', 'N', 'G', 'EY1', 'JH', 'M', 'AH0', 'N', 'T', 'S']",e
4230,engels,"['EH1', 'NG', 'G', 'AH0', 'L', 'Z']",e
4231,engendered,"['EH0', 'N', 'JH', 'EH1', 'N', 'D', 'ER0', 'D']",d
4232,engine,"['EH1', 'N', 'JH', 'AH0', 'N']",d
4233,engineer,"['EH1', 'N', 'JH', 'AH0', 'N', 'IH1', 'R']",a
4234,england,"['IH1', 'NG', 'G', 'L', 'AH0', 'N', 'D']",d
4235,english,"['IH1', 'NG', 'G', 'L', 'IH0', 'SH']",d
4236,english,"['IH1', 'NG', 'L', 'IH0', 'SH']",d
4237,englishman,"['IH1', 'NG', 'G', 'L', 'IH0', 'SH', 'M', 'AH0', 'N']",d
4238,engrafted,"['IH0', 'N', 'G', 'R', 'AE1', 'F', 'T', 'IH0', 'D']",d
4239,engraved,"['IH0', 'N', 'G', 'R', 'EY1', 'V', 'D']",d
4240,engraver,"['IH0', 'N', 'G', 'R', 'EY1', 'V', 'ER0']",a
4241,engraving,"['IH0', 'N', 'G', 'R', 'EY1', 'V', 'IH0', 'NG']",a
4242,enhancing,"['EH0', 'N', 'HH', 'AE1', 'N', 'S', 'IH0', 'NG']",a
4243,enjoy,"['IH0', 'N', 'JH', 'OY1']",a
4244,enjoyed,"['IH0', 'N', 'JH', 'OY1', 'D']",d
4245,enjoying,"['IH0', 'N', 'JH', 'OY1', 'IH0', 'NG']",a
4246,enjoys,"['IH0', 'N', 'JH', 'OY1', 'Z']",e
4247,enlarge,"['EH0', 'N', 'L', 'AA1', 'R', 'JH']",d
4248,enlarged,"['EH0', 'N', 'L', 'AA1', 'R', 'JH', 'D']",d
4249,enlarged,"['IH0', 'N', 'L', 'AA1', 'R', 'JH', 'D']",d
4250,enlargement,"['IH0', 'N', 'L', 'AA1', 'R', 'JH', 'M', 'AH0', 'N', 'T']",d
4251,enlarging,"['IH0', 'N', 'L', 'AA1', 'R', 'JH', 'IH0', 'NG']",a
4252,enlightened,"['EH0', 'N', 'L', 'AY1', 'T', 'AH0', 'N', 'D']",d
4253,enlightenment,"['EH0', 'N', 'L', 'AY1', 'T', 'AH0', 'N', 'M', 'AH0', 'N', 'T']",d
4254,enlist,"['EH0', 'N', 'L', 'IH1', 'S', 'T']",d
4255,enlisted,"['IH0', 'N', 'L', 'IH1', 'S', 'T', 'AH0', 'D']",d
4256,enlistment,"['EH0', 'N', 'L', 'IH1', 'S', 'T', 'M', 'AH0', 'N', 'T']",d
4257,enlivened,"['EH0', 'N', 'L', 'AY1', 'V', 'AH0', 'N', 'D']",d
4258,ennui,"['EH0', 'N', 'UW1', 'IY0']",a
4259,enormous,"['IH0', 'N', 'AO1', 'R', 'M', 'AH0', 'S']",e
4260,enormous,"['IH0', 'N', 'AO1', 'R', 'M', 'IH0', 'S']",e
4261,enormously,"['IH0', 'N', 'AO1', 'R', 'M', 'AH0', 'S', 'L', 'IY0']",a
4262,enough,"['IH0', 'N', 'AH1', 'F']",d
4263,enraged,"['IH0', 'N', 'R', 'EY1', 'JH', 'D']",d
4264,enrichment,"['IH0', 'N', 'R', 'IH1', 'CH', 'M', 'AH0', 'N', 'T']",d
4265,ensconced,"['IH0', 'N', 'S', 'K', 'AA1', 'N', 'S', 'T']",d
4266,ensued,"['IH0', 'N', 'S', 'UW1', 'D']",d
4267,ensuing,"['EH1', 'N', 'S', 'UW0', 'IH0', 'NG']",a
4268,ensure,"['IH0', 'N', 'SH', 'UH1', 'R']",a
4269,entailed,"['IH0', 'N', 'T', 'EY1', 'L', 'D']",d
4270,enter,"['EH1', 'N', 'T', 'ER0']",a
4271,entered,"['EH1', 'N', 'T', 'ER0', 'D']",d
4272,entering,"['EH1', 'N', 'T', 'ER0', 'IH0', 'NG']",a
4273,enterprise,"['EH1', 'N', 'T', 'ER0', 'P', 'R', 'AY2', 'Z']",e
4274,enterprises,"['EH1', 'N', 'T', 'ER0', 'P', 'R', 'AY2', 'Z', 'IH0', 'Z']",e
4275,enterprising,"['EH1', 'N', 'T', 'ER0', 'P', 'R', 'AY2', 'Z', 'IH0', 'NG']",a
4276,enters,"['EH1', 'N', 'T', 'ER0', 'Z']",e
4277,entertain,"['EH2', 'N', 'T', 'ER0', 'T', 'EY1', 'N']",d
4278,entertained,"['EH2', 'N', 'T', 'ER0', 'T', 'EY1', 'N', 'D']",d
4279,enthusiasm,"['IH0', 'N', 'TH', 'UW1', 'Z', 'IY0', 'AE2', 'Z', 'AH0', 'M']",d
4280,enthusiastic,"['IH0', 'N', 'TH', 'UW2', 'Z', 'IY0', 'AE1', 'S', 'T', 'IH0', 'K']",d
4281,enthusiasts,"['EH0', 'N', 'TH', 'UW1', 'Z', 'IY0', 'AE2', 'S', 'T', 'S']",e
4282,enticed,"['IH0', 'N', 'T', 'AY1', 'S', 'T']",d
4283,entire,"['IH0', 'N', 'T', 'AY1', 'ER0']",a
4284,entirely,"['IH0', 'N', 'T', 'AY1', 'ER0', 'L', 'IY0']",a
4285,entirety,"['IH0', 'N', 'T', 'AY1', 'ER0', 'T', 'IY0']",a
4286,entitled,"['EH0', 'N', 'T', 'AY1', 'T', 'AH0', 'L', 'D']",d
4287,entourage,"['AA2', 'N', 'T', 'ER0', 'AA1', 'ZH']",a
4288,entrance,"['EH1', 'N', 'T', 'R', 'AH0', 'N', 'S']",e
4289,entrances,"['EH1', 'N', 'T', 'R', 'AH0', 'N', 'S', 'AH0', 'Z']",e
4290,entrapped,"['IH0', 'N', 'T', 'R', 'AE1', 'P', 'T']",d
4291,entreaties,"['EH0', 'N', 'T', 'R', 'IY1', 'T', 'IY0', 'Z']",e
4292,entreating,"['EH0', 'N', 'T', 'R', 'IY1', 'T', 'IH0', 'NG']",a
4293,entries,"['EH1', 'N', 'T', 'R', 'IY0', 'Z']",e
4294,entrust,"['EH0', 'N', 'T', 'R', 'AH1', 'S', 'T']",d
4295,entrusted,"['EH0', 'N', 'T', 'R', 'AH1', 'S', 'T', 'IH0', 'D']",d
4296,entry,"['EH1', 'N', 'T', 'R', 'IY0']",a
4297,enumerated,"['IH0', 'N', 'UW1', 'M', 'ER0', 'EY2', 'T', 'IH0', 'D']",d
4298,enunciated,"['IH0', 'N', 'AH1', 'N', 'S', 'IY0', 'EY2', 'T', 'IH0', 'D']",d
4299,enunciation,"['IH0', 'N', 'AH1', 'N', 'S', 'IY0', 'EY1', 'SH', 'AH0', 'N']",d
4300,envelope,"['EH1', 'N', 'V', 'AH0', 'L', 'OW2', 'P']",d
4301,enveloped,"['EH0', 'N', 'V', 'EH1', 'L', 'AH0', 'P', 'T']",d
4302,envelopes,"['EH1', 'N', 'V', 'AH0', 'L', 'OW2', 'P', 'S']",e
